Genotype	survey_date	size	sizeNext	survival	population
BH_6_5	2023-07-26	4.7	NA	0	BH
BH_6_6	2023-07-03	1.7	4	1	BH
BH_6_6	2023-07-26	4	4.2	1	BH
BH_6_6	2023-08-02	4.2	3.2	1	BH
BH_6_6	2023-08-16	3.2	4.5	1	BH
BH_6_6	2023-08-23	4.5	4.3	1	BH
BH_6_6	2023-08-30	4.3	3.4	1	BH
BH_6_6	2023-09-06	3.4	3.5	1	BH
BH_6_6	2023-09-13	3.5	4.2	1	BH
BH_6_6	2023-09-20	4.2	5.2	1	BH
BH_6_6	2023-09-27	5.2	1.6	1	BH
BH_6_6	2023-10-20	1.6	NA	1	BH
BH_6_7	2023-07-03	1.7	3	1	BH
BH_6_7	2023-07-26	3	4.1	1	BH
BH_6_7	2023-08-02	4.1	5	1	BH
BH_6_7	2023-08-16	5	4.6	1	BH
BH_6_7	2023-08-23	4.6	7	1	BH
BH_6_7	2023-08-30	7	7.2	1	BH
BH_6_7	2023-09-06	7.2	9	1	BH
BH_6_7	2023-09-13	9	10.7	1	BH
BH_6_7	2023-09-20	10.7	13.6	1	BH
BH_6_7	2023-09-27	13.6	14.6	1	BH
BH_6_7	2023-10-20	14.6	NA	1	BH
BH_6_8	2023-07-03	1.5	NA	0	BH
BH_6_9	2023-07-03	2.1	5	1	BH
BH_6_9	2023-07-26	5	4.4	0	BH
BH_6_9	2023-08-02	4.4	NA	0	BH
BH_7_1	2023-07-03	2.5	6.7	1	BH
BH_7_1	2023-07-26	6.7	8.2	1	BH
BH_7_1	2023-08-02	8.2	8.1	1	BH
BH_7_1	2023-08-16	8.1	NA	0	BH
BH_7_10	2023-07-03	1.7	3.6	1	BH
BH_7_10	2023-07-26	3.6	NA	0	BH
BH_7_11	2023-07-03	2	4.6	1	BH
BH_7_11	2023-07-26	4.6	6.4	1	BH
BH_7_11	2023-08-02	6.4	5.6	1	BH
BH_7_11	2023-08-16	5.6	6	1	BH
BH_7_11	2023-08-23	6	6.1	1	BH
BH_7_11	2023-08-30	6.1	7.2	1	BH
BH_7_11	2023-09-06	7.2	7.2	1	BH
BH_7_11	2023-09-13	7.2	8.3	1	BH
BH_7_11	2023-09-20	8.3	8.1	1	BH
BH_7_11	2023-10-13	8.1	9.7	1	BH
BH_7_11	2023-10-20	9.7	NA	1	BH
BH_7_12	2023-07-03	2.3	6.4	1	BH
BH_7_12	2023-07-26	6.4	9.2	1	BH
BH_7_12	2023-08-02	9.2	6.7	1	BH
BH_7_12	2023-08-16	6.7	6.5	1	BH
BH_7_12	2023-08-23	6.5	6.6	1	BH
BH_7_12	2023-08-30	6.6	5.7	1	BH
BH_7_12	2023-09-06	5.7	NA	0	BH
BH_7_13	2023-07-03	1.9	6.6	1	BH
BH_7_13	2023-07-26	6.6	9.1	1	BH
BH_7_13	2023-08-02	9.1	7.8	1	BH
BH_7_13	2023-08-16	7.8	7.8	1	BH
BH_7_13	2023-08-23	7.8	8.4	1	BH
BH_7_13	2023-08-30	8.4	8.2	1	BH
BH_7_13	2023-09-06	8.2	7.5	1	BH
BH_7_13	2023-09-13	7.5	8.2	1	BH
BH_7_13	2023-09-20	8.2	7.8	1	BH
BH_7_13	2023-10-13	7.8	8.4	1	BH
BH_7_13	2023-10-20	8.4	NA	1	BH
BH_7_2	2023-07-03	1.9	5.9	1	BH
BH_7_2	2023-07-26	5.9	5.9	1	BH
BH_7_2	2023-08-02	5.9	5.8	1	BH
BH_7_2	2023-08-16	5.8	6	1	BH
BH_7_2	2023-08-23	6	5.6	1	BH
BH_7_2	2023-08-30	5.6	5.5	1	BH
BH_7_2	2023-09-06	5.5	5.6	1	BH
BH_7_2	2023-09-13	5.6	5.7	1	BH
BH_7_2	2023-09-20	5.7	5.6	1	BH
BH_7_2	2023-10-13	5.6	6	1	BH
BH_7_2	2023-10-20	6	NA	1	BH
BH_7_3	2023-07-03	3	5.6	1	BH
BH_7_3	2023-07-26	5.6	6.2	1	BH
BH_7_3	2023-08-02	6.2	6.2	1	BH
BH_7_3	2023-08-16	6.2	6.2	1	BH
BH_7_3	2023-08-23	6.2	7.4	1	BH
BH_7_3	2023-08-30	7.4	7.8	1	BH
BH_7_3	2023-09-06	7.8	6.7	1	BH
BH_7_3	2023-09-13	6.7	8.3	1	BH
BH_7_3	2023-09-20	8.3	8.4	1	BH
BH_7_3	2023-09-27	8.4	8.6	1	BH
BH_7_3	2023-10-20	8.6	NA	1	BH
BH_7_4	2023-07-03	2.5	3.8	1	BH
BH_7_4	2023-07-26	3.8	6.4	1	BH
BH_7_4	2023-08-02	6.4	5.6	1	BH
BH_7_4	2023-08-16	5.6	5.2	1	BH
BH_7_4	2023-08-23	5.2	5.1	1	BH
BH_7_4	2023-08-30	5.1	5.2	1	BH
BH_7_4	2023-09-06	5.2	5.5	1	BH
BH_7_4	2023-09-13	5.5	6.2	1	BH
BH_7_4	2023-09-20	6.2	6.4	1	BH
BH_7_4	2023-09-27	6.4	6.6	1	BH
BH_7_4	2023-10-20	6.6	NA	1	BH
BH_7_5	2023-07-03	1.5	5.6	1	BH
BH_7_5	2023-07-26	5.6	5.1	1	BH
BH_7_5	2023-08-02	5.1	5.7	1	BH
BH_7_5	2023-08-16	5.7	7.1	1	BH
BH_7_5	2023-08-23	7.1	7.6	1	BH
BH_7_5	2023-08-30	7.6	8.3	1	BH
BH_7_5	2023-09-06	8.3	9.4	1	BH
BH_7_5	2023-09-13	9.4	10.4	1	BH
BH_7_5	2023-09-20	10.4	11.3	1	BH
BH_7_5	2023-09-27	11.3	11.9	1	BH
BH_7_5	2023-10-20	11.9	NA	1	BH
BH_7_6	2023-07-03	1.8	4.6	1	BH
BH_7_6	2023-07-26	4.6	5.1	0	BH
BH_7_6	2023-08-02	5.1	NA	0	BH
BH_7_7	2023-07-03	1.9	5.4	1	BH
BH_7_7	2023-07-26	5.4	6.1	1	BH
BH_7_7	2023-08-02	6.1	6.1	1	BH
BH_7_7	2023-08-16	6.1	5.4	1	BH
BH_7_7	2023-08-23	5.4	7.4	1	BH
BH_7_7	2023-08-30	7.4	7.5	1	BH
BH_7_7	2023-09-06	7.5	8	1	BH
BH_7_7	2023-09-13	8	8.3	1	BH
BH_7_7	2023-09-20	8.3	9.3	1	BH
BH_7_7	2023-09-27	9.3	8.7	1	BH
BH_7_7	2023-10-20	8.7	NA	1	BH
BH_7_8	2023-07-03	1.5	4.4	1	BH
BH_7_8	2023-07-26	4.4	4.3	1	BH
BH_7_8	2023-08-02	4.3	4.4	1	BH
BH_7_8	2023-08-16	4.4	5.1	1	BH
BH_7_8	2023-08-23	5.1	4.3	1	BH
BH_7_8	2023-08-30	4.3	5.2	1	BH
BH_7_8	2023-09-06	5.2	5.2	1	BH
BH_7_8	2023-09-13	5.2	5.7	1	BH
BH_7_8	2023-09-20	5.7	6.5	1	BH
BH_7_8	2023-09-27	6.5	6.1	1	BH
BH_7_8	2023-10-20	6.1	NA	1	BH
BH_7_9	2023-07-03	1.4	NA	0	BH
CC_1_1	2023-07-03	2.8	7.5	1	CC
CC_1_1	2023-07-26	7.5	8.5	1	CC
CC_1_1	2023-08-02	8.5	8.6	1	CC
CC_1_1	2023-08-16	8.6	8.4	1	CC
CC_1_1	2023-08-23	8.4	9.6	1	CC
CC_1_1	2023-08-30	9.6	8.8	1	CC
CC_1_1	2023-09-06	8.8	9.8	1	CC
CC_1_1	2023-09-13	9.8	11.1	1	CC
CC_1_1	2023-09-20	11.1	11.7	1	CC
CC_1_1	2023-10-13	11.7	13.4	1	CC
CC_1_1	2023-10-20	13.4	NA	1	CC
CC_1_10	2023-07-03	2.3	NA	0	CC
CC_1_11	2023-07-03	2.9	NA	0	CC
CC_1_12	2023-07-03	2.8	5.2	1	CC
CC_1_12	2023-07-26	5.2	6.1	1	CC
CC_1_12	2023-08-02	6.1	6	1	CC
CC_1_12	2023-08-16	6	5.8	1	CC
CC_1_12	2023-08-23	5.8	6.4	1	CC
CC_1_12	2023-08-30	6.4	1.2	1	CC
CC_1_12	2023-09-06	1.2	7.5	1	CC
CC_1_12	2023-09-13	7.5	8.2	1	CC
CC_1_12	2023-09-20	8.2	6.9	1	CC
CC_1_12	2023-10-13	6.9	7.1	1	CC
CC_1_12	2023-10-20	7.1	NA	1	CC
CC_1_13	2023-07-03	1.9	NA	0	CC
CC_1_2	2023-07-03	2.1	8.8	1	CC
CC_1_2	2023-07-03	2.1	8.8	1	CC
CC_1_2	2023-07-26	8.8	NA	1	CC
CC_1_2	2023-07-26	8.8	NA	1	CC
CC_1_2	2023-08-02	9.4	NA	1	CC
CC_1_2	2023-08-02	9.4	NA	1	CC
CC_1_2	2023-08-16	9.3	NA	1	CC
CC_1_2	2023-08-16	9.3	NA	1	CC
CC_1_2	2023-08-23	9.9	NA	1	CC
CC_1_2	2023-08-23	9.9	NA	1	CC
CC_1_2	2023-08-30	9.3	NA	1	CC
CC_1_2	2023-08-30	9.3	NA	1	CC
CC_1_2	2023-09-06	10.2	NA	1	CC
CC_1_2	2023-09-06	10.2	NA	1	CC
CC_1_2	2023-09-13	10.9	NA	1	CC
CC_1_2	2023-09-13	10.9	NA	1	CC
CC_1_2	2023-09-20	10.4	NA	1	CC
CC_1_2	2023-09-20	10.4	NA	1	CC
CC_1_2	2023-10-13	11.8	NA	1	CC
CC_1_2	2023-10-13	11.8	NA	1	CC
CC_1_2	2023-10-20	12.6	NA	1	CC
CC_1_2	2023-10-20	12.6	NA	1	CC
CC_1_3	2023-07-03	3.6	8.4	1	CC
CC_1_3	2023-07-26	8.4	8.4	1	CC
CC_1_3	2023-08-02	8.4	7.5	1	CC
CC_1_3	2023-08-16	7.5	6.7	1	CC
CC_1_3	2023-08-23	6.7	7.9	1	CC
CC_1_3	2023-08-30	7.9	7.6	1	CC
CC_1_3	2023-09-06	7.6	8.6	1	CC
CC_1_3	2023-09-13	8.6	9.6	1	CC
CC_1_3	2023-09-20	9.6	5.7	1	CC
CC_1_3	2023-09-27	5.7	12.2	1	CC
CC_1_3	2023-10-20	12.2	NA	1	CC
CC_1_4	2023-07-03	4.7	10.1	1	CC
CC_1_4	2023-07-26	10.1	NA	0	CC
CC_1_5	2023-07-03	2.2	4.5	1	CC
CC_1_5	2023-07-26	4.5	5.5	1	CC
CC_1_5	2023-08-02	5.5	6.1	1	CC
CC_1_5	2023-08-16	6.1	6.2	1	CC
CC_1_5	2023-08-23	6.2	7.9	1	CC
CC_1_5	2023-08-30	7.9	9.2	1	CC
CC_1_5	2023-09-06	9.2	10.2	1	CC
CC_1_5	2023-09-13	10.2	10.7	1	CC
CC_1_5	2023-09-20	10.7	12.5	1	CC
CC_1_5	2023-09-27	12.5	13.2	1	CC
CC_1_5	2023-10-20	13.2	NA	1	CC
CC_1_6	2023-07-03	2	3	1	CC
CC_1_6	2023-07-26	3	3.9	1	CC
CC_1_6	2023-08-02	3.9	3.4	1	CC
CC_1_6	2023-08-16	3.4	3.5	1	CC
CC_1_6	2023-08-23	3.5	3.9	1	CC
CC_1_6	2023-08-30	3.9	4.2	1	CC
CC_1_6	2023-09-06	4.2	4.6	1	CC
CC_1_6	2023-09-13	4.6	5.6	1	CC
CC_1_6	2023-09-20	5.6	6.8	1	CC
CC_1_6	2023-09-27	6.8	8.2	1	CC
CC_1_6	2023-10-20	8.2	NA	1	CC
CC_1_7	2023-07-03	2.4	4.3	1	CC
CC_1_7	2023-07-26	4.3	2.3	0	CC
CC_1_7	2023-08-02	2.3	NA	0	CC
CC_1_8	2023-07-03	3.2	NA	0	CC
CC_1_9	2023-07-03	3.8	5	1	CC
CC_1_9	2023-07-26	5	4.4	0	CC
CC_1_9	2023-08-02	4.4	NA	0	CC
CC_2_1	2023-07-03	4.9	10.6	1	CC
CC_2_1	2023-07-26	10.6	7	1	CC
CC_2_1	2023-08-02	7	NA	0	CC
CC_2_10	2023-07-03	3.4	5.3	1	CC
CC_2_10	2023-07-26	5.3	7.5	1	CC
CC_2_10	2023-08-02	7.5	5.6	1	CC
CC_2_10	2023-08-16	5.6	5.2	1	CC
CC_2_10	2023-08-23	5.2	6.5	1	CC
CC_2_10	2023-08-30	6.5	7.3	1	CC
CC_2_10	2023-09-06	7.3	7.2	1	CC
CC_2_10	2023-09-13	7.2	8.4	1	CC
CC_2_10	2023-09-20	8.4	5.7	1	CC
CC_2_10	2023-10-13	5.7	11.7	1	CC
CC_2_10	2023-10-20	11.7	NA	1	CC
CC_2_11	2023-07-03	3.8	8.5	1	CC
CC_2_11	2023-07-26	8.5	8	1	CC
CC_2_11	2023-08-02	8	6	1	CC
CC_2_11	2023-08-16	6	9.3	1	CC
CC_2_11	2023-08-23	9.3	6.1	1	CC
CC_2_11	2023-08-30	6.1	9.2	1	CC
CC_2_11	2023-09-06	9.2	12.7	1	CC
CC_2_11	2023-09-13	12.7	12.7	1	CC
CC_2_11	2023-09-20	12.7	14.4	1	CC
CC_2_11	2023-10-13	14.4	12.4	1	CC
CC_2_11	2023-10-20	12.4	NA	1	CC
CC_2_12	2023-07-03	3.2	8.8	1	CC
CC_2_12	2023-07-26	8.8	9.4	1	CC
CC_2_12	2023-08-02	9.4	9.3	1	CC
CC_2_12	2023-08-16	9.3	9.5	1	CC
CC_2_12	2023-08-23	9.5	10.3	1	CC
CC_2_12	2023-08-30	10.3	10.2	1	CC
CC_2_12	2023-09-06	10.2	12.1	1	CC
CC_2_12	2023-09-13	12.1	12.2	1	CC
CC_2_12	2023-09-20	12.2	9.2	1	CC
CC_2_12	2023-10-13	9.2	9.1	1	CC
CC_2_12	2023-10-20	9.1	NA	1	CC
CC_2_13	2023-07-03	3.2	7.9	1	CC
CC_2_13	2023-07-26	7.9	11	1	CC
CC_2_13	2023-08-02	11	7.6	1	CC
CC_2_13	2023-08-16	7.6	8	1	CC
CC_2_13	2023-08-23	8	8.2	1	CC
CC_2_13	2023-08-30	8.2	8	1	CC
CC_2_13	2023-09-06	8	NA	0	CC
CC_2_2	2023-07-03	4.6	8.9	1	CC
CC_2_2	2023-07-26	8.9	9.5	1	CC
CC_2_2	2023-08-02	9.5	10.4	1	CC
CC_2_2	2023-08-16	10.4	11.1	1	CC
CC_2_2	2023-08-23	11.1	10.9	1	CC
CC_2_2	2023-08-30	10.9	10.7	1	CC
CC_2_2	2023-09-06	10.7	11.6	1	CC
CC_2_2	2023-09-13	11.6	11.8	1	CC
CC_2_2	2023-09-20	11.8	12	1	CC
CC_2_2	2023-10-13	12	12.6	1	CC
CC_2_2	2023-10-20	12.6	NA	1	CC
CC_2_3	2023-07-03	5	3.5	1	CC
CC_2_3	2023-07-26	3.5	8.9	1	CC
CC_2_3	2023-08-02	8.9	9.5	1	CC
CC_2_3	2023-08-16	9.5	7.8	1	CC
CC_2_3	2023-08-23	7.8	9.1	1	CC
CC_2_3	2023-08-30	9.1	5.2	1	CC
CC_2_3	2023-09-06	5.2	8.7	1	CC
CC_2_3	2023-09-13	8.7	6.4	1	CC
CC_2_3	2023-09-20	6.4	9.1	1	CC
CC_2_3	2023-09-27	9.1	7.3	1	CC
CC_2_3	2023-10-20	7.3	NA	1	CC
CC_2_4	2023-07-03	4.4	8.7	1	CC
CC_2_4	2023-07-26	8.7	9.7	1	CC
CC_2_4	2023-08-02	9.7	NA	0	CC
CC_2_5	2023-07-03	4.9	11.6	1	CC
CC_2_5	2023-07-26	11.6	11	1	CC
CC_2_5	2023-08-02	11	NA	0	CC
CC_2_6	2023-07-03	3.5	7.6	1	CC
CC_2_6	2023-07-26	7.6	7.8	1	CC
CC_2_6	2023-08-02	7.8	7.5	1	CC
CC_2_6	2023-08-16	7.5	7.8	1	CC
CC_2_6	2023-08-23	7.8	7.7	1	CC
CC_2_6	2023-08-30	7.7	8.1	1	CC
CC_2_6	2023-09-06	8.1	8.7	1	CC
CC_2_6	2023-09-13	8.7	9.6	1	CC
CC_2_6	2023-09-20	9.6	10.3	1	CC
CC_2_6	2023-09-27	10.3	12.1	1	CC
CC_2_6	2023-10-20	12.1	NA	1	CC
CC_2_7	2023-07-03	4.2	8.8	1	CC
CC_2_7	2023-07-26	8.8	8.1	1	CC
CC_2_7	2023-08-02	8.1	7.6	1	CC
CC_2_7	2023-08-16	7.6	8.1	1	CC
CC_2_7	2023-08-23	8.1	8.8	1	CC
CC_2_7	2023-08-30	8.8	9.2	1	CC
CC_2_7	2023-09-06	9.2	10.2	1	CC
CC_2_7	2023-09-13	10.2	11.4	1	CC
CC_2_7	2023-09-20	11.4	12.1	1	CC
CC_2_7	2023-09-27	12.1	12.5	1	CC
CC_2_7	2023-10-20	12.5	NA	1	CC
CC_2_8	2023-07-03	4	NA	0	CC
CC_2_9	2023-07-03	2.9	7	1	CC
CC_2_9	2023-07-26	7	7	1	CC
CC_2_9	2023-08-02	7	7	1	CC
CC_2_9	2023-08-16	7	7.6	1	CC
CC_2_9	2023-08-23	7.6	7.9	1	CC
CC_2_9	2023-08-30	7.9	8.1	1	CC
CC_2_9	2023-09-06	8.1	9.1	1	CC
CC_2_9	2023-09-13	9.1	10	1	CC
CC_2_9	2023-09-20	10	11.9	1	CC
CC_2_9	2023-10-13	11.9	12.5	1	CC
CC_2_9	2023-10-20	12.5	NA	1	CC
CC_3_1	2023-07-03	5.5	11.4	1	CC
CC_3_1	2023-07-26	11.4	12.1	1	CC
CC_3_1	2023-08-02	12.1	10.5	1	CC
CC_3_1	2023-08-16	10.5	NA	0	CC
CC_3_10	2023-07-03	3.2	8.5	1	CC
CC_3_10	2023-07-26	8.5	7.9	1	CC
CC_3_10	2023-08-02	7.9	8.4	1	CC
CC_3_10	2023-08-16	8.4	7.8	1	CC
CC_3_10	2023-08-23	7.8	8.1	1	CC
CC_3_10	2023-08-30	8.1	8.8	1	CC
CC_3_10	2023-09-06	8.8	9.6	1	CC
CC_3_10	2023-09-13	9.6	10.7	1	CC
CC_3_10	2023-09-20	10.7	12.5	1	CC
CC_3_10	2023-10-13	12.5	13.8	1	CC
CC_3_10	2023-10-20	13.8	NA	1	CC
CC_3_11	2023-07-03	3.4	7	1	CC
CC_3_11	2023-07-26	7	8.1	1	CC
CC_3_11	2023-08-02	8.1	8.3	1	CC
CC_3_11	2023-08-16	8.3	8.7	1	CC
CC_3_11	2023-08-23	8.7	9.4	1	CC
CC_3_11	2023-08-30	9.4	9.4	1	CC
CC_3_11	2023-09-06	9.4	10.4	1	CC
CC_3_11	2023-09-13	10.4	10.8	1	CC
CC_3_11	2023-09-20	10.8	10.7	1	CC
CC_3_11	2023-10-13	10.7	11.4	1	CC
CC_3_11	2023-10-20	11.4	NA	1	CC
CC_3_12	2023-07-03	3.2	8.7	1	CC
CC_3_12	2023-07-26	8.7	10.5	1	CC
CC_3_12	2023-08-02	10.5	9.5	1	CC
CC_3_12	2023-08-16	9.5	8.8	1	CC
CC_3_12	2023-08-23	8.8	10.1	1	CC
CC_3_12	2023-08-30	10.1	9.9	1	CC
CC_3_12	2023-09-06	9.9	11.3	1	CC
CC_3_12	2023-09-13	11.3	11.7	1	CC
CC_3_12	2023-09-20	11.7	12.3	1	CC
CC_3_12	2023-10-13	12.3	12.6	1	CC
CC_3_12	2023-10-20	12.6	NA	1	CC
CC_3_13	2023-07-03	3.6	10.4	1	CC
CC_3_13	2023-07-26	10.4	11.5	1	CC
CC_3_13	2023-08-02	11.5	10.9	1	CC
CC_3_13	2023-08-16	10.9	10	1	CC
CC_3_13	2023-08-23	10	10.6	1	CC
CC_3_13	2023-08-30	10.6	10.2	1	CC
CC_3_13	2023-09-06	10.2	10	1	CC
CC_3_13	2023-09-13	10	10.8	1	CC
CC_3_13	2023-09-20	10.8	12.4	1	CC
CC_3_13	2023-10-13	12.4	12.2	1	CC
CC_3_13	2023-10-20	12.2	NA	1	CC
CC_3_2	2023-07-03	3.9	9.2	1	CC
CC_3_2	2023-07-26	9.2	9.8	1	CC
CC_3_2	2023-08-02	9.8	9.6	1	CC
CC_3_2	2023-08-16	9.6	10.4	1	CC
CC_3_2	2023-08-23	10.4	9.7	1	CC
CC_3_2	2023-08-30	9.7	10	1	CC
CC_3_2	2023-09-06	10	11.3	1	CC
CC_3_2	2023-09-13	11.3	9.2	1	CC
CC_3_2	2023-09-20	9.2	10.9	1	CC
CC_3_2	2023-10-13	10.9	10.9	1	CC
CC_3_2	2023-10-20	10.9	NA	1	CC
CC_3_3	2023-07-03	3.7	6.3	1	CC
CC_3_3	2023-07-26	6.3	7.2	1	CC
CC_3_3	2023-08-02	7.2	7.6	1	CC
CC_3_3	2023-08-16	7.6	7.9	1	CC
CC_3_3	2023-08-23	7.9	7.9	1	CC
CC_3_3	2023-08-30	7.9	8.8	1	CC
CC_3_3	2023-09-06	8.8	8.4	1	CC
CC_3_3	2023-09-13	8.4	8.9	1	CC
CC_3_3	2023-09-20	8.9	9.6	1	CC
CC_3_3	2023-09-27	9.6	10	1	CC
CC_3_3	2023-10-20	10	NA	1	CC
CC_3_4	2023-07-03	3.8	7.6	1	CC
CC_3_4	2023-07-26	7.6	8	1	CC
CC_3_4	2023-08-02	8	7.1	1	CC
CC_3_4	2023-08-16	7.1	6.6	1	CC
CC_3_4	2023-08-23	6.6	10.4	1	CC
CC_3_4	2023-08-30	10.4	10.4	1	CC
CC_3_4	2023-09-06	10.4	12.6	1	CC
CC_3_4	2023-09-13	12.6	12.6	1	CC
CC_3_4	2023-09-20	12.6	14.2	1	CC
CC_3_4	2023-09-27	14.2	15.1	1	CC
CC_3_4	2023-10-20	15.1	NA	1	CC
CC_3_5	2023-07-03	4.9	11.3	1	CC
CC_3_5	2023-07-26	11.3	11.1	1	CC
CC_3_5	2023-08-02	11.1	10.1	1	CC
CC_3_5	2023-08-16	10.1	11.3	1	CC
CC_3_5	2023-08-23	11.3	NA	0	CC
CC_3_6	2023-07-03	3.7	8.2	1	CC
CC_3_6	2023-07-26	8.2	7.9	1	CC
CC_3_6	2023-08-02	7.9	6.5	1	CC
CC_3_6	2023-08-16	6.5	NA	0	CC
CC_3_7	2023-07-03	2.2	5.6	1	CC
CC_3_7	2023-07-26	5.6	5.2	1	CC
CC_3_7	2023-08-02	5.2	4.7	1	CC
CC_3_7	2023-08-16	4.7	5.1	1	CC
CC_3_7	2023-08-23	5.1	6.2	1	CC
CC_3_7	2023-08-30	6.2	7.1	1	CC
CC_3_7	2023-09-06	7.1	7.9	1	CC
CC_3_7	2023-09-13	7.9	9.6	1	CC
CC_3_7	2023-09-20	9.6	9.6	1	CC
CC_3_7	2023-09-27	9.6	13.5	1	CC
CC_3_7	2023-10-20	13.5	NA	1	CC
CC_3_8	2023-07-03	1.4	5.2	1	CC
CC_3_8	2023-07-26	5.2	3.2	0	CC
CC_3_8	2023-08-02	3.2	NA	0	CC
CC_3_9	2023-07-03	3	NA	0	CC
CC_4_1	2023-07-03	4.1	10.3	1	CC
CC_4_1	2023-07-26	10.3	9.7	1	CC
CC_4_1	2023-08-02	9.7	10.4	1	CC
CC_4_1	2023-08-16	10.4	10.9	1	CC
CC_4_1	2023-08-23	10.9	10.8	1	CC
CC_4_1	2023-08-30	10.8	10.4	1	CC
CC_4_1	2023-09-06	10.4	11.1	1	CC
CC_4_1	2023-09-13	11.1	11.8	1	CC
CC_4_1	2023-09-20	11.8	12	1	CC
CC_4_1	2023-10-13	12	12.2	1	CC
CC_4_1	2023-10-20	12.2	NA	1	CC
CC_4_10	2023-07-03	1.9	NA	0	CC
CC_4_11	2023-07-03	2.4	5.9	1	CC
CC_4_11	2023-07-26	5.9	8	1	CC
CC_4_11	2023-08-02	8	7	1	CC
CC_4_11	2023-08-16	7	7	1	CC
CC_4_11	2023-08-23	7	7.1	1	CC
CC_4_11	2023-08-30	7.1	8.3	1	CC
CC_4_11	2023-09-06	8.3	7.7	1	CC
CC_4_11	2023-09-13	7.7	8.1	1	CC
CC_4_11	2023-09-20	8.1	8.1	1	CC
CC_4_11	2023-10-13	8.1	8.6	1	CC
CC_4_11	2023-10-20	8.6	NA	1	CC
CC_4_12	2023-07-03	2.7	7.7	1	CC
CC_4_12	2023-07-26	7.7	9.5	1	CC
CC_4_12	2023-08-02	9.5	9.1	1	CC
CC_4_12	2023-08-16	9.1	9.2	1	CC
CC_4_12	2023-08-23	9.2	10.1	1	CC
CC_4_12	2023-08-30	10.1	11.3	1	CC
CC_4_12	2023-09-06	11.3	12.4	1	CC
CC_4_12	2023-09-13	12.4	13.1	1	CC
CC_4_12	2023-09-20	13.1	16.6	1	CC
CC_4_12	2023-10-13	16.6	16.8	1	CC
CC_4_12	2023-10-20	16.8	NA	1	CC
CC_4_13	2023-07-03	1.8	4.7	1	CC
CC_4_13	2023-07-26	4.7	7.6	1	CC
CC_4_13	2023-08-02	7.6	5.6	1	CC
CC_4_13	2023-08-16	5.6	5.5	1	CC
CC_4_13	2023-08-23	5.5	6.4	1	CC
CC_4_13	2023-08-30	6.4	5.4	1	CC
CC_4_13	2023-09-06	5.4	0.4	1	CC
CC_4_13	2023-09-13	0.4	7.2	1	CC
CC_4_13	2023-09-20	7.2	7.4	1	CC
CC_4_13	2023-10-13	7.4	7.8	1	CC
CC_4_13	2023-10-20	7.8	NA	1	CC
CC_4_2	2023-07-03	4	NA	1	CC
CC_4_3	2023-07-03	2.4	8.1	1	CC
CC_4_3	2023-07-26	8.1	NA	0	CC
CC_4_4	2023-07-03	3.2	5.7	1	CC
CC_4_4	2023-07-26	5.7	4.9	1	CC
CC_4_4	2023-08-02	4.9	6.3	1	CC
CC_4_4	2023-08-16	6.3	6.4	1	CC
CC_4_4	2023-08-23	6.4	8.6	1	CC
CC_4_4	2023-08-30	8.6	7.1	1	CC
CC_4_4	2023-09-06	7.1	8.8	1	CC
CC_4_4	2023-09-13	8.8	9.8	1	CC
CC_4_4	2023-09-20	9.8	10.4	1	CC
CC_4_4	2023-09-27	10.4	10.5	1	CC
CC_4_4	2023-10-20	10.5	NA	1	CC
CC_4_5	2023-07-03	2.6	NA	0	CC
CC_4_6	2023-07-03	2.6	NA	0	CC
CC_4_7	2023-07-03	1.3	4.5	1	CC
CC_4_7	2023-07-26	4.5	6.1	1	CC
CC_4_7	2023-08-02	6.1	4.5	1	CC
CC_4_7	2023-08-16	4.5	5.2	1	CC
CC_4_7	2023-08-23	5.2	6.2	1	CC
CC_4_7	2023-08-30	6.2	7.1	1	CC
CC_4_7	2023-09-06	7.1	8	1	CC
CC_4_7	2023-09-13	8	8.4	1	CC
CC_4_7	2023-09-20	8.4	9.4	1	CC
CC_4_7	2023-09-27	9.4	11.3	1	CC
CC_4_7	2023-10-20	11.3	NA	1	CC
CC_4_8	2023-07-03	1.2	3.3	1	CC
CC_4_8	2023-07-26	3.3	2.9	1	CC
CC_4_8	2023-08-02	2.9	3	1	CC
CC_4_8	2023-08-16	3	2.6	1	CC
CC_4_8	2023-08-23	2.6	3.7	1	CC
CC_4_8	2023-08-30	3.7	3.4	1	CC
CC_4_8	2023-09-06	3.4	3.8	1	CC
CC_4_8	2023-09-13	3.8	4.2	1	CC
CC_4_8	2023-09-20	4.2	5	1	CC
CC_4_8	2023-09-27	5	5.5	1	CC
CC_4_8	2023-10-20	5.5	NA	1	CC
CC_4_9	2023-07-03	2.6	5.2	1	CC
CC_4_9	2023-07-26	5.2	5.2	1	CC
CC_4_9	2023-08-02	5.2	5.4	1	CC
CC_4_9	2023-08-16	5.4	5.2	1	CC
CC_4_9	2023-08-23	5.2	5.7	1	CC
CC_4_9	2023-08-30	5.7	6.4	1	CC
CC_4_9	2023-09-06	6.4	6.8	1	CC
CC_4_9	2023-09-13	6.8	7.2	1	CC
CC_4_9	2023-09-20	7.2	10	1	CC
CC_4_9	2023-10-13	10	10.5	1	CC
CC_4_9	2023-10-20	10.5	NA	1	CC
CC_5_1	2023-07-03	3.5	10.4	1	CC
CC_5_1	2023-07-26	10.4	7.9	1	CC
